id,customer_segments_pca
587808951447246790,1
587934727581388859,3
588171852187290539,3
588634781703696729,3
589115729430666014,3
589255279875253718,0
589594692202179704,0
589650079884466199,1
590661434692057830,4
591231806489869157,0
591406740178340738,3
591651623979937203,1
592557490695469451,3
592752028077964023,3
592808215543180039,1
592811635791521125,4
592925432206817099,1
593242044276912418,1
593608822130176062,3
593623379589574139,0
593717046504175455,4
593938590246060625,3
594394334440299518,3
594443858455085496,3
594817584968244898,1
594831145132800898,1
594886648809335941,1
595421077659357578,4
595763567893411358,4
595873970106399130,1
596402583861810159,1
596475715056326277,1
597044370297811373,1
597092752409386294,0
597222788542032695,1
597722399643186604,4
597777852551905079,1
597914206851755170,4
598082262424448424,4
599197132805611702,4
599279042703918927,0
599306974564211981,1
599329950141621473,0
599353045681403948,4
599477676313604149,0
599960747329127605,1
599965366594204524,0
600162588211662798,0
600946272799950413,3
601306549765337233,1
601435525441581134,1
602263069941772075,1
602394965885636132,4
603008850354420691,4
603056851699299968,1
603455139106865328,0
604181000411512484,1
604247069840947154,1
604989521863225138,1
605102230683635547,0
605656957456124360,3
605734668673736462,1
605810124504732921,3
606451844172752540,3
606582672571957850,2
607146661801132118,1
607809014381412084,0
607965362439543970,1
608206704002063571,1
608552474782715411,2
608582754603040167,4
608712655170827939,0
608765801991965899,1
608795216860882975,1
609698550779371731,0
610048506801271131,1
610187162172713845,3
610376216212666481,3
610894152581865617,1
611077004753732470,1
611761797235922166,3
612137782283421893,0
612319792400025388,1
612532960011559741,3
612887818647581571,3
612912160805839007,1
613148679577684966,3
613665410196329522,1
613723735245785966,4
614309274930284716,1
614355844376430226,4
614448587489340489,4
614490101589061732,0
614503084398862581,1
614534085577239710,3
614539118515023629,1
615503506996032580,3
616505583316142612,0
616637412728146728,4
617284809644035624,1
617480440631400026,1
617617109612696671,0
617642872885406558,3
618019264673400515,4
618674490574300526,0
618721957268988435,0
618752055548548753,1
618787870092598779,1
618819423258283755,3
619421724885212297,3
619527381006734043,4
619538750613915004,0
620203426549716214,4
620304591483921958,3
620482639293091405,1
620566442425959549,3
622335017424013067,1
622420301213710507,3
622573383534774772,1
622786275030002108,1
622900556291674453,1
622900822097552167,3
622991071018484239,1
623287614756208718,0
623872415067219349,3
623991281290489751,3
623997667062146963,4
624026422471884131,3
624063424770483662,0
624122344842809030,4
624720894121454442,1
624848601526659330,1
624866318135704633,1
624940628730672691,0
625485455992976551,1
625639406196505700,4
625935090239148175,3
625955995234059932,3
626071549910127306,0
626892899286178797,1
627058541742570267,0
627393508714009656,3
627550317542438321,0
627783021288328401,4
628205699812896270,3
628294912952550462,1
628400069310740351,1
628439319532478549,3
628491611616866967,4
628971900304003797,1
629016220217150425,4
629157538737115592,0
629672618277732900,4
629747601823730043,0
629750143820502779,1
630273044411300742,3
630329497855464470,4
630335540355355259,0
630738584585173311,2
630870222652667575,4
631136413629832572,1
631144314399528258,1
631314058170809558,1
631760041622630799,4
631983663999418789,1
632528024433797127,3
632611673098728452,1
632660623103585374,0
633415256638050052,3
633534845479534943,4
633872103811780869,4
633922548300385625,1
633929182781850981,0
633960593683726230,1
634062327825182461,3
634070575630671440,4
634141354554187798,1
634224018949254901,1
634598283947627641,3
634610815341037091,1
634701703189123657,1
634729077479158068,1
635387340362100929,1
635436247784311353,0
635458262425631049,4
635551360373139227,1
635553100595751982,4
636164351456335601,3
636250886668001912,1
636392319453635284,3
636830251716638344,1
636953703332104003,4
637892280301877213,0
638236059517112978,0
638492212651909679,1
638571430813294803,1
639015415162950979,1
639015464488662775,1
639268790544308844,1
639574723025862912,1
639768630631075060,4
639832274091197024,1
639833266456881916,3
639921543615970887,3
640180051422148250,1
640580280013596410,0
640737704620220601,0
640737832663148995,2
641160851456494796,0
641233793879095700,4
642063056489835637,4
642749661192096728,1
643367666282174274,1
643460515015447766,3
643540730589821859,4
643575387576634124,1
643951880181498920,4
644199389820731243,1
644281399235510420,3
644288609628898616,3
644385308672016206,4
644435178489625379,1
644883703891965880,4
645610805029326707,1
645787520748530593,2
646578483644932436,1
647140759285748916,1
647504790299482009,1
648489334810151974,3
648504679714349722,1
648575550707101666,1
648597767784486870,4
648601867227998553,3
648609441210963131,1
648649740452673388,1
648712373755402746,1
649166972022476337,1
649227421579072593,1
649233723034126034,0
649291529829678547,3
649352362952164131,3
650022195385954953,0
650025934733524364,3
650229313687775276,3
650991016673786526,4
651382188543233868,4
652029754344248846,4
652796647390325917,3
653100645988756058,3
653476735133461958,3
653483492588933408,3
653484737961460176,3
653485569777962610,2
653486505312507483,2
653784066194317013,4
653806685083800358,3
653827867301348031,1
654234858856148146,4
654271439971476903,3
654343546407541668,1
654404536225315175,1
654451262752808507,3
654567301963382285,3
654571685848413146,1
655958902901214102,1
655984009664636806,4
655992328323962207,1
656256601017238916,3
656539923639318629,4
656547789489667584,4
656552253939868837,1
656691673890462583,0
657042338120495490,1
657214330825049859,4
657309032671345048,1
657319565128601020,3
658866033406112898,4
658907944938345597,0
658908772481908750,4
658931167893830610,4
659621141263215486,1
660012192878005725,3
660027262237989103,1
660031456779773624,0
660105314645843511,3
660166763554209630,0
660174096246005744,4
660575685865803751,1
660982045864830674,4
661046992300887425,1
661069483644199535,4
661567505289254871,4
662918390303853554,3
663138282585647052,0
663827846515262431,1
664138727005910351,1
664416556966878762,3
665215290599611077,3
665430732262469535,1
665874958255617655,4
666032463912158546,3
666070285533209551,3
666095625429683351,0
666813327576087113,4
667312619440112805,3
667808591781201591,4
668102276052721311,3
668239249060384281,0
668724314896259028,1
669032268305907971,3
669445049554761768,3
669515284840848017,3
669551476942177750,0
670229409470066737,4
670311178349251015,4
670507539535701609,1
670853671681029640,3
671523050903034882,0
671628320192268732,1
671654228816527000,3
671724604819441764,3
671850979273654736,4
672008549435902444,0
672316208660251321,1
672364650645509148,3
673182838221779075,4
673452423162975373,3
674107487533504204,0
674611885660936051,4
674853602628539527,1
675457757520126815,1
675520900662406652,1
675566690007299701,3
676153759665765311,1
678242353798723053,1
678320476739623461,3
678343815202582945,1
679054258107579411,0
679602511252234908,1
679630880963873737,1
679686627665085894,0
680348010370452818,1
680691630210922303,1
680867110213634508,1
681046630516081075,1
681820756251091699,3
681878645125366067,0
682028302587749424,3
682669857685938098,0
683169191337141995,4
683226413180806564,1
683430949636430699,1
683917596023358220,0
683962829123520112,0
684024677900815323,0
684289203710616823,0
684628243669297008,0
684943191591988235,0
685053936354052143,1
685641480611869107,1
685671841837900232,1
685772452661060473,3
686097573614692206,3
686122389210622526,1
686163818269118028,2
686392372540037100,0
686913098211844467,3
687296466148052526,3
687546703371933151,4
687649402241664169,3
687768125161080215,1
688217934106541596,1
688468287436406116,1
688502902862768514,1
689005386846238167,3
689103755395474036,4
689329005246273298,3
689431329193056026,4
689613745360660228,1
689862088110803415,1
689931588751238527,1
690373736097773359,3
690473593882972402,0
690662313989416122,4
691287891593140656,0
691324389574457070,0
691445932794042354,3
691884693818843529,0
691907793841310254,0
692585866419359295,4
692609263044872153,4
692659321519045287,1
693625762727132234,1
693639516878903348,3
694105965357543901,3
694351075672463252,4
694435490066663743,0
694818813801203630,1
694853199196717735,3
694876277875567972,4
695499876771029849,4
695599039867813661,4
695860953853336697,3
696036197613370417,0
696226390329789224,1
696597111605680625,1
696957998934681901,4
697179587996686966,1
698685576970761443,4
699113849864932861,3
699116515513679882,3
699144598996040773,2
699268881315475269,4
699448633957334751,3
699503086846248686,4
699934740452468463,1
700746914929877225,3
700776617771609003,4
701352773032545502,4
701428492978487473,1
701485478505342284,1
701589879682687623,1
702060379017736751,1
703334765450415213,1
703440266544033264,4
704179646219968534,1
704440552812100421,4
704469496890096522,3
704913214701918756,1
706576561281061414,1
707848630826737430,3
707988776692627501,1
709425605091267896,1
709507625757995072,2
709546711302251236,4
709992074686504402,1
710204060665991721,3
710437165751545579,4
710756954220544238,1
710826876473303496,0
711018045665194301,1
711484339201695798,1
711484342304125517,1
711502172419244083,1
711842136992485364,3
712129585932814547,3
712202752867511346,1
712235487005435091,0
712356391541077719,4
712417414848715940,4
712417795084020173,3
712436297954660616,3
713640049218767213,1
713665615531467683,4
713940641795668019,0
714423282601257864,3
714725914058656007,3
714911260222252796,1
715228306836630274,1
716146958464934904,1
716485516830013150,1
716605991485805839,1
717257197435275455,4
717556832048878948,3
718052335950302578,3
718712169216476773,0
718816278989804273,4
719014173270605750,4
719459090208712837,3
719474189697735153,1
719558123673088013,3
719729776856726359,4
720380344520529601,4
720568337430402563,1
720826001921664015,1
721309677177138946,4
721709701696904082,3
721728139592829478,3
721789920390335194,1
722398469345471790,0
722474863388922514,3
723295399409592315,4
723767356190939114,0
723792867770318651,3
723991149722382863,3
723991677420501236,3
724628217692578513,4
724735498827526967,0
724757156142015393,4
725282467081810817,0
725348565634928593,1
725367944626933866,3
725395965292676255,0
725569243610409759,1
725635085598804216,4
725661728469130172,1
726102862764795441,3
726198712020460427,4
726655323437037766,0
726699306363599884,3
726709800747937246,4
726717726129806047,3
726772714382853056,1
727027250376148905,4
727453293220642856,4
729288785595875763,3
729295752544259051,1
729569637101529668,3
729628051180481022,4
729652092424378836,3
729745038254629889,1
729941293643263914,0
730293709109330468,3
730317516336427460,4
730352618708112926,2
731225275498231431,0
731322815852947716,0
732015471331014197,0
732400098292957818,1
732790871786257775,1
733179720669337299,4
733957148928242859,3
734105250654408552,3
734870532366882433,0
734890714165652307,4
734957664522718341,1
735040990093677969,1
735054000846817881,1
735487072237682854,1
736201494223204926,4
736488547498692614,1
736947659579693596,0
737797511488682771,4
738407877272807150,0
738482909310154267,3
738619928601930113,0
739023316373676557,1
739140201889363576,1
739213145667093055,1
739426421350855265,1
739452487293649135,0
739902163786473628,1
739950731689480859,3
739985040977578956,4
740289891024387305,4
740711061692818651,0
740881044832876997,3
741318599932658126,4
741528068677634029,0
742168071014010884,1
742192554754605689,4
742288401997679055,4
742337968296873080,0
742660865860248485,3
742735450433261938,3
742801081333505927,4
743446254724757351,3
744037535486861463,1
744156655181456657,1
744372381650031641,0
744831857961830656,2
744839828526192239,0
744854411455315088,3
744925684079024315,4
744987693431168994,3
745001860765890904,3
745567714515602671,0
745739329621416697,1
746273969260926893,3
747104711622147232,3
747128386136118771,1
747181510092530124,0
747262760028369245,4
748419285233480969,3
748431458677542569,0
748521564474469376,3
748722977778850526,4
748739045776024910,1
749251313654981053,0
749438862277634024,1
749891316964119880,3
749955775735331744,3
750192238683534887,3
750270875409361690,1
750294557127660384,1
750589235512848538,2
750632025430954300,3
750684120067845968,1
750684122015609152,4
750735623417053056,3
750869463740560916,4
751476829432651638,3
751633106328774692,1
752018213953031325,1
752194267572315014,3
752355567540945915,0
752840827125597906,1
752849980548265969,1
752939198381485004,0
752966459599815014,1
752983453680865544,0
752986081902253253,4
753187268383081499,4
753223156131682820,4
753579829681273284,0
753616442773298405,3
754275427727906874,3
754664283999862312,4
755016160469015929,1
755071914814056812,4
755153421725742605,1
755411956428369689,1
755787029245945130,4
755933439330420519,0
756488362615766335,1
756574285156129297,0
756576953689070169,0
756595137419612788,3
756840976652967306,3
757140233752490396,0
757191826543619467,0
757288825198836221,1
758014742429993775,1
758074896708593951,1
758130290601077296,1
758859821703754837,3
758924213163152709,0
758975013273087542,1
759519039584639656,1
759704695071392153,3
759709439760875028,0
760186874616933524,4
760193463017844396,3
760221308299132105,4
760231549919887407,2
760333921730676208,4
760702127899854510,2
760856126025683881,0
760960278154277819,4
760988225290770671,1
760992979108611471,4
761015153203918951,2
761026146965107505,3
761097400434841164,4
761127504988399712,4
761136889753353944,0
761144528632047675,4
761500542876870789,3
761561137710874547,3
761563781021707343,1
761581553332665502,0
761603605891857995,0
761620461106361093,3
761626096546931988,3
761830827656606528,1
762229032043110702,0
762376587596157589,2
762408064587473406,4
762526281809967368,1
762982823700619771,3
763090318212276069,4
763133308608899964,1
763156739852832342,4
763433405221041305,2
763791214647196643,3
763952350659490892,4
765276994803064340,1
765316282291127831,1
765861551461257801,0
765907962287264249,0
765994757513881036,3
765996975202860362,1
765997944019478716,3
766019860012510839,0
766085343967293588,4
766383497117362854,4
766617728227484643,0
768328538976724631,1
768448426988378682,3
768874002801591648,2
769084791093704340,1
769593198377120129,0
771264891928229923,1
771847202946274794,3
772408462339997048,3
772474631787573278,4
772576253231074807,3
772642629515593700,0
773367237722947657,3
773875546428103587,0
773892673184919243,0
774561591277588349,4
774639925360639435,0
774658774155856444,3
775242611868094861,3
775250870048371276,4
775387879959970706,4
775580713263382427,1
776013518228730896,3
776013616288335259,3
776378258608356179,0
776690301069332743,3
776790750737147102,4
776858914746409698,1
777341773065976155,1
777555844068525855,3
777590381490896936,1
777695930302584758,4
779937722773824353,3
779994094625305180,4
780496484871587323,4
780506709949628464,0
781179322011837784,3
781305883339199959,1
781649024394969179,1
782198720395968164,1
782228090812635626,4
782234354610456911,0
782511723954766793,3
782539116781339713,3
784733690159810914,1
785384034789966970,4
785827788809509833,0
786130678714011090,0
786434592665385821,4
786954114221690829,4
786961418297961819,1
787005401739320896,1
787101694911441697,0
787141047994076229,0
787694088946112251,3
787829478896554375,4
788314855550328339,3
789213598079303654,0
789832740269526236,1
789888618183583141,0
790669847277137390,0
790791941436994055,3
791213113289859934,3
791227211461778302,3
791298539397705699,4
791458089107587975,0
792060280982089344,1
792688109870117060,3
793162889565904265,0
793360350984796684,2
793371234424742330,0
793564646429774297,0
793702537368863523,1
794223241025617243,1
795055324388771473,1
795055827846705305,0
795125451911018463,2
795701765977955477,1
795882009572760095,0
796381317280253086,3
796415621904956625,3
796543771037286334,4
797091909103031042,1
797096972529240141,1
797202076008461607,4
797317090675594547,3
797324941076477082,4
797385730028944765,1
797646651705151980,1
797859448869434439,3
799996340749040096,1
800074628936421552,1
800702106393469895,3
800726495848834830,1
800964708635050110,0
801299987246393350,1
801555290212001276,4
801626841489860100,1
801719296076243672,3
802336948102442312,4
802453183494613674,3
802618386349128630,1
802934720847531501,1
802981786427542912,1
802986610129897377,2
802991145996247062,1
802997761431177510,3
803000957496492847,2
803005675051107386,3
803006376961430295,3
803007105138953369,1
803007980254030041,1
803861954198331694,4
805028498097193071,3
805099232634904104,0
805836719612430105,2
805943593077546028,3
806426977913393574,4
806507077257345158,4
806563959380346673,1
806647602823537981,1
806680496474568553,1
806697614971563840,4
807200067805949742,4
807804501702851374,4
808150215470292539,0
808846915167681167,1
809603960222575037,3
810920933541919202,1
810958373747012530,1
811377395455967464,1
811593801527711283,1
811599994508266271,4
811716206087588747,1
811728384069492394,4
811821890223938235,0
811901846797830720,1
812097860923430910,3
812297891324975114,3
812343050926145216,4
812383536220753158,3
812461946480923034,0
812933668146272062,0
812950783311990263,4
813266845363359701,1
813923020214642240,2
814573504320255983,3
815151098481695514,3
815205823978921565,4
815995803040406061,4
816089573819249701,1
816102790285289956,2
816520525296089015,1
816605088044415199,1
817402518940430624,4
817429878595459034,1
817466966851762858,3
818260714852820488,3
818402286722589243,3
818712372760370331,4
818816389635964459,0
818865182601768948,4
819019823804279503,3
820562555643010981,4
820710907250965028,3
820917355387545485,0
820949051052611972,4
821082810349397447,4
821283176442293886,1
821651231965879343,0
821832453318873536,3
822350889806376216,4
822386681146154852,4
822387554868798681,3
822407973381856079,0
822717149782803904,3
822739823009150626,1
822770242940914552,2
822995734453516492,1
823012759778604087,0
824053742222270269,1
824713841001432588,4
825376733867432403,4
825550813870652356,4
825993777647820336,3
826007255722054687,1
826030732607066604,3
826033075496556628,1
826047408267598438,2
826547571127494651,1
826845884717984176,4
827097219370506206,0
827155938957636983,3
827508193352323167,1
827509876651891589,3
827703795568811222,3
827885354256451649,1
828072941046848952,1
829088936189278854,4
829104084282662533,1
829178270330118673,1
829202384176342166,1
829779091903540992,3
829808702424107091,4
830754851368452363,1
831356155309858428,3
831375024621082114,0
831833972836461583,2
831885303754744467,3
831966248357268833,3
831987364708207602,2
832006904185361829,1
832070819601867288,4
832095491952222720,1
832592442919830200,4
832593687084937878,3
833294285053810084,4
833496992303580936,1
834874393881799695,1
836184944598569048,4
836210863158020449,4
836914685093998216,4
837117550599417851,0
837710265809915732,0
837894227573093310,0
838716139053118059,3
839217572551030520,4
839261725393256850,0
839336344463859091,1
839839606031880338,0
840784844949696001,1
841344422021156421,0
841371148467896480,1
841861753066408045,3
842090345996101125,1
842735073250634176,1
842752851920785923,2
842760034290864356,3
842826518356555984,4
842844500417833726,0
842878226213040172,3
842878587010594424,3
842884212176228636,3
843052412863055725,3
843414092832239139,1
843709518300515761,1
843914795077354007,1
843998193563164286,4
844212330681291354,4
844324599056857450,3
845153323378027392,1
845490030263170618,3
846491565599143478,1
846503247637729052,4
847393577884278324,3
847887849185282341,4
847951438003267870,0
848428187677129688,3
848536687416870037,1
849192543230460151,3
849329301347413883,4
849360770909186391,3
849374976102055074,1
849670781177759358,0
850051255658968420,0
851531913880995559,3
851549860123322974,4
852131549988365040,1
852164160970400498,4
852175899372377354,3
852988455163607865,1
853085938381128350,3
853115486176206495,4
853449875798042077,3
853541671464078600,1
853681774545929737,3
853907291718612926,4
854083109078789985,3
854244360034373969,1
854379697380030540,1
854472598726474052,4
854963237650793916,3
855142734203516176,1
855201015772904490,1
855947490639190321,0
856433431085761148,0
856552178946054618,3
857859763364751202,4
857869345973017779,4
857871782992219196,4
858237970249448773,1
858645065833380295,3
858657159120180409,3
858769245294483321,1
858779209508074608,0
859423826453394089,0
859538081301579295,4
859552383590324134,3
861416682793033817,3
861527347346372684,2
861588087800704323,2
861713316149651018,3
861720119091373313,0
861888024999339284,3
862994448954640130,4
863011266082924786,1
863158678683455323,4
863701319832886158,1
864056343393444962,4
864490069743790732,0
864592023965037304,4
864634387340114874,4
865156652940634230,3
865939947498583650,4
866571663171913828,3
866806008900177770,1
866889955926244888,4
866942280666567562,3
866949575088605503,4
867300750569160566,2
867343082907403646,1
867410128535579172,3
867460296464981477,1
867558537288806613,4
868862480403511345,4
869398045406586833,4
869473170179660442,0
869521481588317877,3
869595674674395210,0
869867120611811343,3
870224705273651455,3
870463722306872604,1
871041434181215156,3
871098653335302219,3
871200779857045540,4
871771125833347646,3
871904971612345614,4
871913705022678990,1
873105310904817794,4
873164744753113325,3
873171696807770008,3
873182254452104714,3
873202732398024566,3
873219262468146985,3
873220932331718965,3
873222301293275769,3
873239142213938943,3
873243210063843061,3
873263706551568808,1
873422513287218129,1
873445088614504780,3
873904374977875733,0
873965343927337980,1
874003428478720245,4
874167950327301684,4
874170432696900802,3
874791590310331624,0
875605350491527503,3
876630794747751532,1
876758552724438799,4
876959569602335238,2
877069955735318822,4
877400542506261323,2
877423517349622696,1
877458847179592105,1
877477193525202357,1
877740281626756773,1
878147904502067299,4
878155043236027933,0
878176982014866990,3
878185122579862840,2
878187801154671929,2
878394793556477430,3
878549460781652499,0
878955649672308445,1
879061719343755788,1
879274086616445499,3
879801499444509134,4
879992672426765331,3
879993172777135719,2
879997114192974740,4
880338037880522754,3
880438828062761690,0
881377006950066201,3
882045335944679199,3
882045440722541272,3
882684504161759869,3
882716131933138132,4
882866704750378491,3
883470234361932777,3
883584594742599691,1
884043650104940344,1
884136404261354850,1
884738363520197003,4
884988588105232133,0
885678404862774102,3
885716303784245711,0
885775865782358103,4
886252672254756595,4
887047351292849890,4
887229502875204751,4
887784197039085490,3
888325257452247478,3
888432831028024054,4
889074262607009300,4
889134524644768059,4
889189870267837732,0
889282470901478953,3
889370525629447786,3
889415668660675670,1
889768309340739596,3
889769102391325722,4
890577592558958244,0
891167000711308896,4
891594600391867444,4
891617984162666906,3
891970948734513215,3
891999112838132383,3
892031698156269950,3
892115824451634235,1
892265722013402375,4
892612433962395901,4
892782458975832109,3
892897952913349248,3
893636315814273734,3
893729966985847538,4
894261577305142944,0
894268393547184734,0
894349311293677832,0
894795433478205449,4
894899663128369355,4
895046567271980031,4
895554781148010659,1
896440077481931727,1
896467569377775352,1
896538811272877326,4
897784943666264768,4
898149701189403707,3
898504234063775176,3
898523538812950495,4
898529256499329446,0
898753754720196796,4
899109403536314903,1
899128426797842473,0
899341702310470123,4
899447319687636977,3
899758773656143421,0
899930393489251813,4
900209288058228240,1
901005833804721567,4
901393461466477621,0
901468161227809824,0
902101989775264395,3
903182437767689835,1
903253527668606784,3
903569093511276516,3
903591210986278910,2
903648646057176722,3
903722563163866180,3
904275769501491618,3
904506104758084832,1
905174798749086941,0
905916882278232111,3
906513567903852052,3
906515581879216253,2
906536306697384551,1
907055297567890284,0
907183069097374906,3
907203265723656640,3
908037993452559752,2
908619209461797475,1
908671878297961652,3
908823714906673062,1
909474971635259364,3
909588623142435409,3
909610408522309786,0
909703881896242128,0
910100141964914751,1
910315103161820195,1
910374099185279411,1
910448998020282750,1
910705818590708020,3
910972982134973590,3
911528675968446372,3
911921161547741704,3
912384799096646078,4
912513776531612849,4
912986557606068924,1
913035110018171084,3
913052917983850165,3
913143841315499126,3
914643397122497869,1
914799381444738031,4
915243961789851519,4
915351711102347778,1
917336938828518341,1
918075622303734306,3
918174366872918323,4
918337950895075260,1
919125056874708256,1
920130028646487976,4
920144202613738942,1
920149942789832505,3
920152089524348145,3
920199878904682689,1
920448266940342639,1
920625658973925591,3
921194962251486574,1
921723162109328104,0
922036696393738450,3
923158165616260642,3
923423672768725898,0
924120631202567725,3
924529334323896454,4
924721792447995584,4
924901186512562905,4
926252840834556067,3
926738554925679094,2
926818653478568901,0
927240356803582245,3
927423537481659901,4
927533143338636306,0
927584143056716138,4
927631124503351382,4
928383916146161892,3
929834061620598608,4
930425733397618838,3
931057809034591203,4
931776856571177700,4
931906543739354661,3
932274272259564376,0
932541392367305542,4
932726720423526417,3
933345784452593894,3
933456017961856455,0
934009861037532899,3
934086821068102543,3
934313805216100204,1
934548256032355139,3
934833079208557520,3
934848652785390891,3
934978553595122187,3
935117721555945908,3
936583893140647041,4
937705782304199472,2
937746551888343645,3
938194094742109605,1
938381739133763917,4
938421503320274181,1
938440097347848584,1
939080907602144261,3
939178330322783130,3
939309483683937276,3
939361101175244361,4
939764182206900939,3
939894980750685640,4
939928023980914129,3
940031583585243775,1
942200062580040140,1
942217619826889886,0
942313264913497002,1
942881231208203498,1
943529983588766501,3
943635057589256329,4
944078429968791576,4
944159060683517290,1
944176255141758949,3
944258274315637119,1
944295055727631933,1
946793406789080400,4
947245652714044593,3
947351549736904634,4
947755798862111078,4
947969061366032902,3
948074655402951224,1
948108554357720302,0
948623995756957256,1
949580192845772221,0
950020894876021460,3
950159771231547600,3
951602859066866524,4
952285719678674637,3
952345550639267129,3
952403007031354610,0
953833530088361114,4
954409824600863891,3
954542162331981364,4
954596807236881452,1
954895904233596193,3
955650515139542723,1
955811758625262461,0
958086756003697725,3
958688003829071722,3
959339127928210759,4
959342045072330947,3
963116920492067618,3
964448278749219985,1
964449998330092237,0
964516940621349819,1
964677121664007308,3
967518494047242074,4
967632527330246121,1
968031781039450187,3
968038075334261947,3
968038162835562499,4
968230535751616180,3
968936854387265390,0
969314972858637409,3
969618915833530254,4
969666582294442940,4
970242003339762800,3
970302385304038231,4
970644953962470782,3
975679475777832557,3
977758926279400106,3
978569724187627478,3
979137158360962181,1
982032689667768275,3
982813615131924597,1
