,,0,1,2,3,4,,,
num__review_scores_rating,min,-1.249069224,-3.806253492,-12.44888893,-2.738062596,-2.738062596,,,
num__review_scores_rating,25%,0.1104464623881629,-0.083770064,-5.975004707,-0.148508907,-0.019031222,,,
num__review_scores_rating,50%,0.3046629890638256,0.3046629890638256,-3.806253492,0.2399241468386037,0.3046629890638256,,,
num__review_scores_rating,75%,0.401771252,0.4988795157394853,-2.738062596,0.4988795157394853,0.4988795157394853,,,
num__review_scores_rating,max,0.4988795157394853,0.4988795157394853,0.4988795157394853,0.4988795157394853,0.4988795157394853,,,
num__review_scores_accuracy,count,641,1202,78,983,661,,,
num__review_scores_accuracy,mean,0.20946790548493918,0.09314336,-4.576331728,0.038609108399987845,0.11009663412870933,,,
num__review_scores_accuracy,std,0.22416653025483085,0.6012398083975738,3.428412058002041,0.6047371808177407,0.4813772318996516,,,
num__review_scores_accuracy,min,-1.222309636,-6.233426796,-12.91491634,-4.128757589,-2.892682023,,,
num__review_scores_accuracy,25%,0.113988273,-0.019641518,-6.233426796,-0.119863861,-0.019641518,,,
num__review_scores_accuracy,50%,0.2476180642065351,0.3144329596724962,-3.310275119,0.2476180642065351,0.2476180642065351,,,
num__review_scores_accuracy,75%,0.3812478551384602,0.4480627506044213,-2.892682023,0.4480627506044213,0.4480627506044213,,,
num__review_scores_accuracy,max,0.4480627506044213,0.4480627506044213,0.4480627506044213,0.4480627506044213,0.4480627506044213,,,
num__review_scores_cleanliness,count,641,1202,78,983,661,,,
num__review_scores_cleanliness,mean,0.25763475488848775,0.031223693449844863,-3.32904012,0.018374950364357524,0.058892277990044296,,,
num__review_scores_cleanliness,std,0.30332345843152564,0.778419179,3.316011145288343,0.7969367296833434,0.775813886,,,
num__review_scores_cleanliness,min,-1.893336772,-4.611248917,-13.21223672,-6.331446477,-7.466776867,,,
num__review_scores_cleanliness,25%,0.1709003006770803,-0.13873526,-5.135909173,-0.173139211,-0.13873526,,,
num__review_scores_cleanliness,50%,0.3429200567089868,0.3085161055026036,-2.891051357,0.3085161055026036,0.2741121542962236,,,
num__review_scores_cleanliness,75%,0.4805358615345101,0.5493437639472704,0.37732400791536613,0.5493437639472704,0.5493437639472704,,,
num__review_scores_cleanliness,max,0.5493437639472704,0.5493437639472704,0.5493437639472704,0.5493437639472704,0.5493437639472704,,,
num__review_scores_checkin,count,641,1202,78,983,661,,,
num__review_scores_checkin,mean,0.15858345850761468,0.11429431542254143,-4.183421669,-0.001639599,0.13447027508055173,,,
num__review_scores_checkin,std,0.211389326,0.5023506916052262,3.8976890657781986,0.7553763804679304,0.3781125988021467,,,
num__review_scores_checkin,min,-1.275217216,-7.018000692,-14.38054361,-10.69927215,-3.336729233,,,
num__review_scores_checkin,25%,0.086853224,0.086853224,-7.018000692,-0.060397635,0.050040509,,,
num__review_scores_checkin,50%,0.2341040820440251,0.3445422258162842,-3.336729233,0.2709167966347803,0.3077295112255322,,,
num__review_scores_checkin,75%,0.3077295112255322,0.3445422258162842,-0.437727959,0.3445422258162842,0.3445422258162842,,,
num__review_scores_checkin,max,0.3445422258162842,0.3445422258162842,0.3445422258162842,0.3445422258162842,0.3445422258162842,,,
num__review_scores_communication,count,641,1202,78,983,661,,,
num__review_scores_communication,mean,0.17932309778733455,0.092628661,-4.29968473,0.040696275,0.10451621038125603,,,
num__review_scores_communication,std,0.17074682614649414,0.4999777504257218,4.275247804258752,0.512466499,0.38740404352488234,,,
num__review_scores_communication,min,-1.29940276,-3.977073766,-12.59078652,-3.557679512,-2.912457583,,,
num__review_scores_communication,25%,0.1200854838595991,0.087824387,-6.138567228,-0.041219998,0.023302194,,,
num__review_scores_communication,50%,0.2491298696800887,0.313652063,-2.912457583,0.313652063,0.2813909661352103,,,
num__review_scores_communication,75%,0.2813909661352103,0.313652063,0.313652063,0.313652063,0.313652063,,,
num__review_scores_communication,max,0.313652063,0.313652063,0.313652063,0.313652063,0.313652063,,,
num__review_scores_location,count,641,1202,78,983,661,,,
num__review_scores_location,mean,0.13975726049575693,0.09128244,-3.376137725,0.019560992560396066,0.067782738,,,
num__review_scores_location,std,0.3687152792478564,0.8630990660403534,3.304118094427915,0.7926458443422534,0.5650146097873956,,,
num__review_scores_location,min,-1.561120669,-9.668429773,-13.07486217,-6.261997376,-2.85556498,,,
num__review_scores_location,25%,0.005838233,-0.053774334,-6.261997376,-0.164483386,-0.164483386,,,
num__review_scores_location,50%,0.2442885011180708,0.3464814730126871,-2.85556498,0.2783528250829419,0.2102241771531997,,,
num__review_scores_location,75%,0.3805457969775583,0.5508674168019169,-1.152348781,0.5508674168019169,0.5508674168019169,,,
num__review_scores_location,max,0.5508674168019169,0.5508674168019169,0.5508674168019169,0.5508674168019169,0.5508674168019169,,,
num__review_scores_value,count,641,1202,78,983,661,,,
num__review_scores_value,mean,0.2873358268652864,0.071807015,-4.473251879,-0.034168976,0.1694515175794158,,,
num__review_scores_value,std,0.2455013526251151,0.6965270628296447,2.7862185688894523,0.753230999,0.4748825050957175,,,
num__review_scores_value,min,-0.8413338,-4.848063558,-10.37458736,-4.848063558,-2.996678084,,,
num__review_scores_value,25%,0.1534404841700071,-0.171242789,-4.848063558,-0.261048801,-0.039987849,,,
num__review_scores_value,50%,0.3468688172909717,0.2639709602391293,-4.046717606,0.1258078651527271,0.2639709602391293,,,
num__review_scores_value,75%,0.4573992933600939,0.5679297694292162,-2.084801656,0.5126645313946563,0.4850319123773739,,,
num__review_scores_value,max,0.6784602454983385,0.6784602454983385,0.6784602454983385,0.6784602454983385,0.6784602454983385,,,
num__reviews_per_month,count,641,1202,78,983,661,,,
num__reviews_per_month,mean,1.479380838281853,-0.438114834,-0.76862945,-0.311989153,-0.083253634,,,
num__reviews_per_month,std,1.083072906886722,0.5412391693422576,0.285044134,0.5985522859403346,0.701105061,,,
num__reviews_per_month,min,-0.519017322,-0.98202026,-0.98202026,-0.98202026,-0.97729574,,,
num__reviews_per_month,25%,0.813297255,-0.849733706,-0.939499582,-0.826111107,-0.674926474,,,
num__reviews_per_month,50%,1.3471679900022486,-0.660752915,-0.868631785,-0.504843762,-0.216648056,,,
num__reviews_per_month,75%,1.9424574818157472,-0.164678338,-0.692643423,0.099894769,0.3739169160849415,,,
num__reviews_per_month,max,15.090796019251986,1.6022920579223194,1.040074204542904,2.9960253919301127,2.5566450527344355,,,
num__bath_number,count,641,1202,78,983,661,,,
num__bath_number,mean,-0.480251923,-0.249916363,-0.136906729,-0.350295156,1.4572765734288728,,,
num__bath_number,std,0.4571557429590515,0.6802303740222108,0.8233873617231265,0.6412665461032134,1.008124360605219,,,
num__bath_number,min,-0.63727781,-2.006714455,-2.006714455,-2.006714455,-0.63727781,,,
num__bath_number,25%,-0.63727781,-0.63727781,-0.63727781,-0.63727781,0.7321588343109712,,,
num__bath_number,50%,-0.63727781,-0.63727781,-0.63727781,-0.63727781,1.4168771565351614,,,
num__bath_number,75%,-0.63727781,0.047440512,0.7321588343109712,-0.63727781,2.101595478759352,,,
num__bath_number,max,2.101595478759352,2.101595478759352,2.101595478759352,3.471032123207732,6.894623734328682,,,
bool__host_has_profile_pic_t,count,641,1202,78,983,661,,,
bool__host_has_profile_pic_t,mean,1,0.9983361064891847,1,0.9949135300101729,0.9909228441754917,,,
bool__host_has_profile_pic_t,std,0,0.040773865249803296,0,0.071174091,0.094912536,,,
bool__host_has_profile_pic_t,min,1,0,1,0,0,,,
bool__host_has_profile_pic_t,25%,1,1,1,1,1,,,
bool__host_has_profile_pic_t,50%,1,1,1,1,1,,,
bool__host_has_profile_pic_t,75%,1,1,1,1,1,,,
bool__host_has_profile_pic_t,max,1,1,1,1,1,,,
bool__host_identity_verified_t,count,641,1202,78,983,661,,,
bool__host_identity_verified_t,mean,0.8970358814352574,0.8452579034941764,0.8333333333333334,0.8341810783316378,0.8472012102874432,,,
bool__host_identity_verified_t,std,0.30414934698764357,0.3618091856249583,0.37509017674772677,0.37210733040919025,0.360065908,,,
bool__host_identity_verified_t,min,0,0,0,0,0,,,
bool__host_identity_verified_t,25%,1,1,1,1,1,,,
bool__host_identity_verified_t,50%,1,1,1,1,1,,,
bool__host_identity_verified_t,75%,1,1,1,1,1,,,
bool__host_identity_verified_t,max,1,1,1,1,1,,,
bool__has_availability_t,count,641,1202,78,983,661,,,
bool__has_availability_t,mean,1,0.9816971713810316,0.9615384615384616,0.9989827060020345,0.9939485627836612,,,
bool__has_availability_t,std,0,0.13409994709970288,0.19355241528469105,0.031895047,0.077613985,,,
bool__has_availability_t,min,1,0,0,0,0,,,
bool__has_availability_t,25%,1,1,1,1,1,,,
bool__has_availability_t,50%,1,1,1,1,1,,,
bool__has_availability_t,75%,1,1,1,1,1,,,
bool__has_availability_t,max,1,1,1,1,1,,,
bool__instant_bookable_t,count,641,1202,78,983,661,,,
bool__instant_bookable_t,mean,0.29017160686427457,0.2254575707154742,0.34615384615384615,0.32553407934893186,0.3101361573373676,,,
bool__instant_bookable_t,std,0.4541958572632187,0.4180572393830616,0.47882223138731705,0.46881257313066904,0.4628994388892703,,,
bool__instant_bookable_t,min,0,0,0,0,0,,,
bool__instant_bookable_t,25%,0,0,0,0,0,,,
bool__instant_bookable_t,50%,0,0,0,0,0,,,
bool__instant_bookable_t,75%,1,0,1,1,1,,,
bool__instant_bookable_t,max,1,1,1,1,1,,,
bool__prop_type_reduced_Entire condo,count,641,1202,78,983,661,,,
bool__prop_type_reduced_Entire condo,mean,0.049921997,0.16472545757071547,0.08974359,0.15768056968463887,0.033282905,,,
bool__prop_type_reduced_Entire condo,std,0.2179538945648968,0.37108697751349423,0.28766401017607834,0.3646267400660085,0.1795101756920891,,,
bool__prop_type_reduced_Entire condo,min,0,0,0,0,0,,,
bool__prop_type_reduced_Entire condo,25%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire condo,50%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire condo,75%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire condo,max,1,1,1,1,1,,,
bool__prop_type_reduced_Entire guest suite,count,641,1202,78,983,661,,,
bool__prop_type_reduced_Entire guest suite,mean,0.29017160686427457,0.08985025,0.038461538461538464,0.10885045778229908,0.006051437,,,
bool__prop_type_reduced_Entire guest suite,std,0.4541958572632185,0.28608612888979845,0.19355241528469103,0.3116100378676732,0.077613985,,,
bool__prop_type_reduced_Entire guest suite,min,0,0,0,0,0,,,
bool__prop_type_reduced_Entire guest suite,25%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire guest suite,50%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire guest suite,75%,1,0,0,0,0,,,
bool__prop_type_reduced_Entire guest suite,max,1,1,1,1,1,,,
bool__prop_type_reduced_Entire guesthouse,count,641,1202,78,983,661,,,
bool__prop_type_reduced_Entire guesthouse,mean,0.1684867394695788,0.043261231,0,0.056968463886063074,0.001512859,,,
bool__prop_type_reduced_Entire guesthouse,std,0.3745902597699383,0.2035292604138545,0,0.23190033593529935,0.038895492,,,
bool__prop_type_reduced_Entire guesthouse,min,0,0,0,0,0,,,
bool__prop_type_reduced_Entire guesthouse,25%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire guesthouse,50%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire guesthouse,75%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire guesthouse,max,1,1,0,1,1,,,
bool__prop_type_reduced_Entire home,count,641,1202,78,983,661,,,
bool__prop_type_reduced_Entire home,mean,0.21684867394695787,0.2928452579034942,0.21794871794871795,0.21973550356052898,0.7488653555219364,,,
bool__prop_type_reduced_Entire home,std,0.4124205118894368,0.4552574453687385,0.4155245752788552,0.4142781753228203,0.43399422042067193,,,
bool__prop_type_reduced_Entire home,min,0,0,0,0,0,,,
bool__prop_type_reduced_Entire home,25%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire home,50%,0,0,0,0,1,,,
bool__prop_type_reduced_Entire home,75%,0,1,0,0,1,,,
bool__prop_type_reduced_Entire home,max,1,1,1,1,1,,,
bool__prop_type_reduced_Entire rental unit,count,641,1202,78,983,661,,,
bool__prop_type_reduced_Entire rental unit,mean,0.13884555382215288,0.23044925124792012,0.5128205128205128,0.2533062054933876,0.012102874432677761,,,
bool__prop_type_reduced_Entire rental unit,std,0.346055328,0.4212956872832941,0.5030708231255846,0.4351261666323172,0.10942810705178709,,,
bool__prop_type_reduced_Entire rental unit,min,0,0,0,0,0,,,
bool__prop_type_reduced_Entire rental unit,25%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire rental unit,50%,0,0,1,0,0,,,
bool__prop_type_reduced_Entire rental unit,75%,0,0,1,1,0,,,
bool__prop_type_reduced_Entire rental unit,max,1,1,1,1,1,,,
bool__prop_type_reduced_Entire townhouse,count,641,1202,78,983,661,,,
bool__prop_type_reduced_Entire townhouse,mean,0.065522621,0.11980033277870217,0.051282051,0.074262462,0.16944024205748864,,,
bool__prop_type_reduced_Entire townhouse,std,0.24763900743445186,0.32486306867468073,0.22200011100008346,0.2623310052170926,0.3754243919554169,,,
bool__prop_type_reduced_Entire townhouse,min,0,0,0,0,0,,,
bool__prop_type_reduced_Entire townhouse,25%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire townhouse,50%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire townhouse,75%,0,0,0,0,0,,,
bool__prop_type_reduced_Entire townhouse,max,1,1,1,1,1,,,
bool__prop_type_reduced_Other,count,641,1202,78,983,661,,,
bool__prop_type_reduced_Other,mean,0.070202808,0.05906822,0.08974359,0.12919633774160733,0.028744326777609682,,,
bool__prop_type_reduced_Other,std,0.25568802290018017,0.23585046633322285,0.28766401017607823,0.3355878586943676,0.16721360767822016,,,
bool__prop_type_reduced_Other,min,0,0,0,0,0,,,
bool__prop_type_reduced_Other,25%,0,0,0,0,0,,,
bool__prop_type_reduced_Other,50%,0,0,0,0,0,,,
bool__prop_type_reduced_Other,75%,0,0,0,0,0,,,
bool__prop_type_reduced_Other,max,1,1,1,1,1,,,
customer_segments,count,641,1202,78,983,661,,,
customer_segments,mean,0.03900156,1.0158069883527454,2,3.0010172939979656,3.995461422087746,,,
customer_segments,std,0.3211915340728403,0.18408734129952162,0,0.19410608387779207,0.1166864762376608,,,
customer_segments,min,0,1,2,0,1,,,
customer_segments,25%,0,1,2,3,4,,,
customer_segments,50%,0,1,2,3,4,,,
customer_segments,75%,0,1,2,3,4,,,
customer_segments,max,3,4,2,4,4,,,
agglomerative-segments,count,641,1202,78,983,661,,,
agglomerative-segments,mean,2.215288611544462,0.240432612,1.1538461538461537,0.9938962360122076,1.6369137670196672,,,
agglomerative-segments,std,1.507424423689537,0.5141745808753171,1.4149197864182974,0.48181109596561716,0.5965294883167068,,,
agglomerative-segments,min,0,0,0,0,0,,,
agglomerative-segments,25%,1,0,0,1,1,,,
agglomerative-segments,50%,1,0,0,1,2,,,
agglomerative-segments,75%,4,0,3,1,2,,,
agglomerative-segments,max,4,4,3,4,4,,,
birch-segments,count,641,1202,78,983,661,,,
birch-segments,mean,3.3026521060842433,2.548252911813644,0.1794871794871795,1.1892166836215667,2.0136157337367626,,,
birch-segments,std,1.120327443358958,0.8129372997867117,0.6977438547536531,0.6850198808169441,0.2721337082134677,,,
birch-segments,min,1,0,0,0,0,,,
birch-segments,25%,3,2,0,1,2,,,
birch-segments,50%,4,3,0,1,2,,,
birch-segments,75%,4,3,0,1,2,,,
birch-segments,max,4,4,3,4,4,,,
accommodates,count,641,1202,78,983,661,,,
accommodates,mean,3.69,3.41,3.64,3.54,7.69,,,
accommodates,std,1.50,1.34,1.97,1.39,2.38,,,
accommodates,min,1,1,1,1,4,,,
accommodates,25%,2,2,2,2,6,,,
accommodates,50%,4,4,3,4,7,,,
accommodates,75%,4,4,4,4,9,,,
accommodates,max,10,8,12,8,16,,,
bedrooms,count,641,1202,78,983,661,,,
bedrooms,mean,1.47,1.55,1.68,1.52,3.29,,,
bedrooms,std,0.61,0.62,0.96,0.58,0.88,,,
bedrooms,min,1,1,1,1,1,,,
bedrooms,25%,1,1,1,1,3,,,
bedrooms,50%,1,1,1,1,3,,,
bedrooms,75%,2,2,2,2,4,,,
bedrooms,max,6,3,5,3,10,,,
beds,count,641,1202,78,983,661,,,
beds,mean,1.92,1.75,1.96,1.83,4.18,,,
beds,std,0.87,0.77,1.43,0.78,1.51,,,
beds,min,1,1,1,1,1,,,
beds,25%,1,1,1,1,3,,,
beds,50%,2,2,1,2,4,,,
beds,75%,2,2,2,2,5,,,
beds,max,8,5,9,5,14,,,
price,count,641,1202,78,983,661,,,
price,mean,140.82,136.07,130.37,147.55,259.30,,,
price,std,49.87,60.49,61.74,62.38,78.17,,,
price,min,45,23,55,40,45,,,
price,25%,104,91,89.25,100,198,,,
price,50%,132,121.5,105,133,259,,,
price,75%,163,163,147.75,182.5,321,,,
price,max,361,401,350,401,412,,,
availability_30,count,641,1202,78,983,661,,,
availability_30,mean,8.14,1.55,12.82,17.64,10.60,,,
availability_30,std,5.61,3.26,12.56,8.15,8.78,,,
availability_30,min,0,0,0,0,0,,,
availability_30,25%,4,0,0,11,2,,,
availability_30,50%,7,0,8,18,10,,,
availability_30,75%,12,1,25,24,17,,,
availability_30,max,28,22,30,30,30,,,
availability_60,count,641,1202,78,983,661,,,
availability_60,mean,26.07,6.33,29.86,43.72,27.60,,,
availability_60,std,12.27,9.07,25.14,11.08,18.25,,,
availability_60,min,0,0,0,14,0,,,
availability_60,25%,18,0,0,35,12,,,
availability_60,50%,26,0,33,45,29,,,
availability_60,75%,35,11,54,53,42,,,
availability_60,max,57,37,60,60,60,,,
availability_90,count,641,1202,78,983,661,,,
availability_90,mean,48.52,15.12,49.37,71.23,47.63,,,
availability_90,std,19.82,19.14,36.58,14.18,28.46,,,
availability_90,min,0,0,0,19,0,,,
availability_90,25%,38,0,6.25,62,22,,,
availability_90,50%,52,4,61.5,73,54,,,
availability_90,75%,63,27,83.75,83,70,,,
availability_90,max,87,63,90,90,90,,,
availability_365,count,641,1202,78,983,661,,,
availability_365,mean,156.53,106.75,237.36,253.61,184.36,,,
availability_365,std,104.33,110.67,139.85,104.37,124.68,,,
availability_365,min,0,0,0,30,0,,,
availability_365,25%,66,0,129.25,165,70,,,
availability_365,50%,143,67,297,296,177,,,
availability_365,75%,235,201,358,345,313,,,
availability_365,max,361,329,365,365,365,,,
number_of_reviews,count,641,1202,78,983,661,,,
number_of_reviews,mean,179.75,39.70,2.53,36.61,44.14,,,
number_of_reviews,std,158.12,60.79,2.63,52.78,56.03,,,
number_of_reviews,min,5,1,1,1,1,,,
number_of_reviews,25%,61,4,1,4,8,,,
number_of_reviews,50%,127,14,2,14,24,,,
number_of_reviews,75%,255,47,3,51,56,,,
number_of_reviews,max,898,481,16,438,392,,,
number_of_reviews_ltm,count,641,1202,78,983,661,,,
number_of_reviews_ltm,mean,51.08,7.16,1.67,9.48,14.65,,,
